CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,INDUSTRIAL_CLASS,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,REGISTERED_OFFICE_ADDRESS,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,LATEST_YEAR_ANNUAL_RETURN,LATEST_YEAR_FINANCIAL_STATEMENT
U80903MN2019PTC013819,MARTIN EDUCATION & MANAGEMENT PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,18-02-2019,Manipur,1000000,100000,80903,Education,"HOUSE NO.1 PHOWAIBI VILLAGEPHOWAIBI, SENAPATI  ",ROC SHILLONG,LUNVAIPS@GMAIL.COM,NA,NA
U80903MN2019PTC013885,COACHING FOR SUCCESS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,24-06-2019,Manipur,1000000,100000,80903,Education,"C/o:MRS. ANOUBAM INDIRA DEVI, LSD-I,A-6-3/1,THANGMEIBAND LAIRENHANJABA,  ",ROC SHILLONG,arktassociates01@gmail.com,NA,NA
U80903MN2020PTC014020,HALALFIN INSTITUTION PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,13-01-2020,Manipur,100000,100000,80903,Education,22306 N3-26/19 HATTA GOLAPATINEAR ORIENT HOTEL  ,ROC SHILLONG,legalpillers@gmail.com,NA,NA
U80904MN2018PTC013667,RICADEMY EDUCATIONAL PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-05-2018,Manipur,100000,50000,80904,Education,12-A-57/6Tera Sapam Leirak  ,ROC SHILLONG,rakesh.sarungbam@gmail.com,NA,NA
U80904MN2018PTC013755,CHENGLEI EDUCATION PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,09-10-2018,Manipur,100000,100000,80904,Education,"C/O W. SHANTAKUMAR, 8509,1-N-39/2,THANGAPAT MAPAL,PALACE COMPOUND,  ",ROC SHILLONG,buildyoursuccess@gmail.com,31-03-2019,31-03-2019
U85100MN2012PTC008301,PUBLIC HOSPITAL & RESEARCH INSTITUTEPRIVATE LIMITED  ,UPSO,Private,Company limited by Shares,Non-govt company,13-03-2012,Manipur,500000,100000,85100,Health and social work,"HATTA,  MINUTHONGIMPHAL EAST  ",ROC SHILLONG,phari.co.in@gmail.com,NA,NA
U85100MN2018PTC013719,KRISHPA HEALTHCARE AND CONSULTANCYPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,16-08-2018,Manipur,200000,100000,85100,Health and social work,"208989, F-4-8/4URIPOK POLEM LEIKAI,  ",ROC SHILLONG,nongmaithemsantasingh@gmail.com,NA,NA
U85100MN2019PTC013823,SHIJA CITY DENTAL HOSPITAL PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,27-02-2019,Manipur,5000000,1000000,85100,Health and social work,No.91 Shija HospitalsLangol  ,ROC SHILLONG,anisha@shijahospitals.com,NA,NA
U85100MN2019PTC013843,SHIJA INTERNATIONAL ONCOLOGY PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,30-03-2019,Manipur,1000000,200000,85100,Health and social work,"91 IWD Shija HospitalsHealth City, Langol, Po Lamphel  ",ROC SHILLONG,cspuinachandra@gmail.com,NA,NA
U85100MN2020PTC014017,KANGLEICHA HEALTHCARE SERVICE PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,08-01-2020,Manipur,300000,300000,85100,Health and social work,"C/O YENDREMBAM ROMEN SINGH,KHURAI AWANGKONGPAL,LAISHRAM LEIKAI CHINGANGBAM,  ",ROC SHILLONG,robond510@gmail.com,NA,NA
U85101MN1998PTC005626,SHIJA HOSPITALS AND RESEARCH INSTITUTEPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,18-12-1998,Manipur,180000000,131355500,85101,Health and social work,"RIMS ROAD,  IMPHAL   ",ROC SHILLONG,accounts@shijahospitals.com,31-03-2019,31-03-2019
U85110MN1982PTC002003,KHUPNEILENG KARUONG SONS & BROTHERS CO INDIA PVT LTD  ,STOF,Private,Company limited by Shares,Non-govt company,17-12-1982,Manipur,5000000,120000,85110,Health and social work,GANDHI AVENUE   ,ROC SHILLONG,NA,NA,NA
U85110MN1999PLC005968,NORTH EASTERN TRADING COMPANY LIMITED   ,STOF,Public,Company limited by Shares,Non-govt company,03-12-1999,Manipur,100000,35000,85110,Health and social work,"MALOM TULLYAIMA AWANG LEIKAI AIRPORT,P S PATSOI,  ",ROC SHILLONG,NA,NA,NA
U85110MN2005PTC007929,MAIPAKPI MATERNITY AND CHILD HOSPITALPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,24-10-2005,Manipur,20000000,11700000,85110,Health and social work,NORTH A O CIMPHAL   ,ROC SHILLONG,kalpaaksh@gmail.com,31-03-2019,31-03-2019
U85110MN2008PTC008239,BABINA HEALTHCARE AND HOSPITALITYINDUSTRIES PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,28-02-2008,Manipur,100000000,94769200,85110,Health and social work,RIMS ROAD (south)IMPHAL  ,ROC SHILLONG,contact@babinadiagnostics.com,31-03-2019,31-03-2019
U85110MN2008PTC008242,ASCENSION HEALTHCARE PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,26-06-2008,Manipur,20000000,0,85110,Health and social work,RIMS ROADNEAR NITYANANDA MANDIR  ,ROC SHILLONG,mailatpkj@yahoo.com,NA,NA
U85110MN2009PTC008246,ESCENT DIAGNOSTICS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,11-06-2009,Manipur,3000000,1868000,85110,Health and social work,"NONGMEIBUNG PURANA RAJBARI,NEAR KUSUM OIL PUMP,P/S \x1a POROMPAT P/O \x1a POROMPAT  ",ROC SHILLONG,amarjeetescent@gmail.com,31-03-2018,31-03-2018
U85110MN2010PTC008269,MANGANG HOSPITALS & RESEARCH INSTITUTEPRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,25-10-2010,Manipur,1000000,100000,85110,Health and social work,MINUTHANG   ,ROC SHILLONG,mutumcha@gmail.com,31-03-2014,31-03-2014
U85110MN2012PTC008298,UKAL (SAVIOR) HOSPITAL PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-02-2012,Manipur,10000000,500000,85110,Health and social work,KOMBIREI KEITHELRIMS SOUTH GATE  ,ROC SHILLONG,caprashantrajesh@gmail.com,31-03-2017,31-03-2017
U85110MN2012PTC008317,KHUMANTHEM HOSPITALS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,14-12-2012,Manipur,3000000,1700000,85110,Health and social work,SAGOLBAND MOIRANG LEIRAK   ,ROC SHILLONG,khumanthemkiran@gmail.com,31-03-2018,31-03-2018
U85110MN2013PTC008357,SKY HOSPITAL AND RESEARCH CENTRE PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,04-10-2013,Manipur,20000000,16511700,85110,Health and social work,Khwai Lalambung MakhongRIMS Road  ,ROC SHILLONG,skyhospitals@yahoo.com,31-03-2019,31-03-2019
U85110MN2019PTC013994,SSIDAYAI HEALTHCARE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,19-12-2019,Manipur,1000000,1000000,85110,Health and social work,7-BG-15/5SAGOLBAND TERA LOUKRAKPAM LEIKAI  ,ROC SHILLONG,biswajit.malem@gmail.com,NA,NA
U33208MN2018PTC013626,IMPHAL-RAVISPECIALITIESPHARMA PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,01-02-2018,Manipur,1000000,100000,33208,Manufacturing,"1st FLOOR, MANANG POKPA BUILDINGCHIENGMEIRONG MANING LEIKAI  ",ROC SHILLONG,kishore.ravigroupofcompanies@gmail.com,NA,NA
U33209MN1989PLC003209,RDA INDIA FINANCE AND INVESTMENT LTD   ,STOF,Public,Company limited by Shares,Non-govt company,02-03-1989,Manipur,500000,70,33209,Manufacturing,AWANG WABAGAIMANTRIPUKHRIIMPHAL  ,ROC SHILLONG,NA,NA,NA
U33209MN2000PTC006375,MINDWARE LAB PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-12-2000,Manipur,400000,100000,33209,Manufacturing,WANGKHEI KHUNOUKONJENG POILA LEIKAI   ,ROC SHILLONG,NA,NA,NA
U34300MN2019PTC013889,KANGLEI TECHNOLOGY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,25-06-2019,Manipur,150000,15000,34300,Manufacturing,"C/O MRS. TH. PRIYANKA DEVI IED-IV61-4-NB, LAMLONG KEITHEL, IMPHAL- LMLG-2  ",ROC SHILLONG,ougricpl@gmail.com,NA,NA
U35921MN1985SGC002374,MANIPUR CYCLES CORPN LTD   ,STOF,Private,Company limited by Shares,State Govt company,28-06-1985,Manipur,10000000,4015000,35921,Manufacturing,"NILO SINGH BUILDING,URIPOK KANCHUP ROAD,  ",ROC SHILLONG,manipurcycles@gmail.com,NA,NA
U36100MN2015PTC008427,KHUDING FURNISHERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,20-05-2015,Manipur,1000000,100000,36100,Manufacturing,"82/586, NEW PATTA NO - 816DAG NO 3035, 42 KEISHAMPAT VILLAGE  ",ROC SHILLONG,PROTAXCORPORATE@GMAIL.COM,31-03-2017,31-03-2017
U36101MN1976SGC001677,MANIPUR HANDLOOM & HANDICRAFTSDEVELOPMENT CORPN LTD  ,ACTV,Public,Company limited by Shares,State Govt company,16-10-1976,Manipur,4000000,4000000,36101,Manufacturing,KEISHAMPAT   ,ROC SHILLONG,NA,NA,NA
U36994MN2018PTC013786,TOMTHIN SOLUTION PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,27-12-2018,Manipur,1000000,450000,36994,Manufacturing,C/O HEIKHAM PRIYOKUMAR SINGH KEISHAMPATJAILER LEIRAK IMPHAL West Imphal MN 795001 IN  ,ROC SHILLONG,gopeshor.singh@gmail.com,NA,NA
U36996MN2019PTC013868,WANGBREL DECOR PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-05-2019,Manipur,1000000,100000,36996,Manufacturing,"C/O. MR. GUTUM, IED-III4-D-(COM) 155(NEW), CHINGAMATHAK  ",ROC SHILLONG,CSPUINACHANDRA@GMAIL.COM,NA,NA
U36999MN2018PTC013709,SYENERGY SUSTAINABLE SOLUTIONS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,16-07-2018,Manipur,1000000,100000,36999,Manufacturing,"C/o L. Hemchandra Singh, House No. 7,Nagamapal Lamabam Leikei,  ",ROC SHILLONG,bidhan.loitongbam@gmail.com,31-03-2019,31-03-2019
U36999MN2019PTC013917,BRAJKON TIMBERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,02-08-2019,Manipur,100000,100000,36999,Manufacturing,C/O W.Brajabidhu SinghAirport Mamang Konjeng Leikai  ,ROC SHILLONG,Oriwood.imphal@gmail.com,NA,NA
U36999MN2019PTC013965,TEAKORE PRODUCTS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-10-2019,Manipur,100000,100000,36999,Manufacturing,C/O LAISHRAM LADU SINGHLALAMBUNG TAKHELLAMBAM LEIKAI  ,ROC SHILLONG,luxmibai.soubam@gmail.com,NA,NA
U37100MN2018PTC013669,KAYSAM WORLDWIDE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,21-05-2018,Manipur,100000,100000,37100,Manufacturing,"26 KWAI, NAGAMAPAL PAONAMLEIRAKNAGAMAPAL ROAD, NAGAMAPAL  ",ROC SHILLONG,SIDARTHKEISHAM@GMAIL.COM,NA,NA
U37200MN2015PTC008443,ANDRO WASTE RECYCLING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,05-10-2015,Manipur,1000000,1000000,37200,Manufacturing,"ANDRO MACHENGPAT YAIRIPOK,   ",ROC SHILLONG,csdivanshu@outlook.com,NA,NA
U40101MN2009GOI008249,LOKTAK DOWNSTREAM HYDROELECTRICCORPORATION LIMITED  ,ACTV,Public,Company limited by Shares,Union Govt company,23-10-2009,Manipur,2300000000,1233923090,40101,Electricity gas and water supply,"LOKTAK POWER STATION, NHPC LIMITEDP. O. LOKTAK  ",ROC SHILLONG,ldhcl2011@gmail.com,31-03-2019,31-03-2019
U40101MN2013SGC008343,MANIPUR STATE POWER DISTRIBUTION COMPANY LIMITED  ,ACTV,Public,Company limited by Shares,State Govt company,15-07-2013,Manipur,150000000,100500000,40101,Electricity gas and water supply,"3rd Floor, New Directorate BuildingNear 2nd MR Gate, Imphal Dimapur Road  ",ROC SHILLONG,cs.birdas@mspdcl.com,31-03-2015,31-03-2015
U40101MN2013SGC008344,MANIPUR STATE POWER COMPANY LIMITED   ,ACTV,Public,Company limited by Shares,State Govt company,15-07-2013,Manipur,150000000,100500000,40101,Electricity gas and water supply,"Electricity Complex, Patta No. 1293 under 87(2)Khwai Bazar, Keishampat  ",ROC SHILLONG,cs.mspcl@gmail.com,31-03-2015,31-03-2014
U40106MN2015PTC008412,SALAI ENERGY SOLUTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,20-02-2015,Manipur,50000000,6220000,40106,Electricity gas and water supply,"SAGOLBAND, TERA LOUKRAKPAMLEIKAI  ",ROC SHILLONG,salaienergy@smartmanipur.com,31-03-2018,31-03-2018
U40106MN2019PTC013859,KOIRENG AND SONS POWER PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,30-04-2019,Manipur,300000,300000,40106,Electricity gas and water supply,"12296, 23 - B - 24 / 11,Haobam Marak, Ngangom, Leikai  ",ROC SHILLONG,pnksingh70@gmail.com,NA,NA
U40106MN2019PTC013961,SNL ENERGY SOLUTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,11-10-2019,Manipur,1000000,100000,40106,Electricity gas and water supply,"C/O-SINGAM RANIBALA DEVIWANGKHEM KONJIN,THOUBAL YAIRIPOK  ",ROC SHILLONG,msethmeitei21@gmail.com,NA,NA
U40106MN2019PTC013974,MALEM - A SUSTAINABLE ENTERPRISE PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,08-11-2019,Manipur,1000000,100000,40106,Electricity gas and water supply,"C/o MD JAMERUDDIN YAIRIPOK NINGTHOUNAIYAMBEM A, TEHSIL - TULIHAL YAMBEM,  ",ROC SHILLONG,IQBALMK80@GMAIL.COM,NA,NA
U40108MN2013PTC008323,MANGAAL SUSTAINABLE SOLUTIONS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,22-01-2013,Manipur,500000,300000,40108,Electricity gas and water supply,"Uripok Sorbon Thingel,Opp Pukhri Achouba  ",ROC SHILLONG,devakishor@gmail.com,31-03-2019,31-03-2019
U40108MN2015PTC008401,MANGANG POWER DYNAMICS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,07-01-2015,Manipur,1000000,1000000,40108,Electricity gas and water supply,"MINUTHONG, HOUSE NO. 22KOBO LEIKAI, IMPHAL EAST DISTRICT  ",ROC SHILLONG,mangangpower@gmail.com,NA,NA
U40108MN2015PTC008419,MANGALGI TUNG INBA RENEWABLE ENERGYGENERATION PRIVATE LIMITED  ,UPSO,Private,Company limited by Shares,Non-govt company,09-04-2015,Manipur,1000000,500000,40108,Electricity gas and water supply,"C/o Salam Tomal Meitei, Kakching WairiSabal Leikai, Bamon Pareng  ",ROC SHILLONG,hempad@rediffmail.com,31-03-2016,31-03-2016
U74900MN2011PTC008287,JAI GANESH BUSINESS VENTURES PRIVATELIMITED  ,UPSO,Private,Company limited by Shares,Non-govt company,17-09-2011,Manipur,1000000,100000,74900,Real estate renting and business activities,Wahendgbam Leikai   ,ROC SHILLONG,akansanju@gmail.com,NA,NA
U74900MN2014PTC008390,SALAI HOLDINGS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-10-2014,Manipur,20000000,8400000,74900,Real estate renting and business activities,"SAGOLBAND, TERA LOUKRAKPAMLAIKAI  ",ROC SHILLONG,deep.hybee@gmail.com,31-03-2018,31-03-2018
U74900MN2015NPL008409,IMPHAL CRICKET LEAGUE   ,ACTV,Private,Company limited by Shares,Non-govt company,30-01-2015,Manipur,100000,100000,74900,Real estate renting and business activities,"Building 7379 3-Co -41/5 Old LambulaneJail Road,  ",ROC SHILLONG,secretarial@esselgroup.com,31-03-2019,31-03-2019
U74900MN2016PTC008464,MIRACLE & FSRD PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-03-2016,Manipur,100000,100000,74900,Real estate renting and business activities,"KHURAI THANGJAM, LEIKAI, NERA NRL OIL PUMPHOUSE NO 278/12A, 2ND FLOOR  ",ROC SHILLONG,dhanojsingh@gmail.com,31-03-2018,31-03-2018
U74900MN2016PTC013483,EMA SOY PRODUCTS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,18-07-2016,Manipur,100000,100000,74900,Real estate renting and business activities,"ROOM NO. 101-103 GROUND FLOOR, A-2-4/2THANGMEIBAND, YUMNAM LEIKEI,  ",ROC SHILLONG,ceo@emasoy.com,NA,NA
U15549MN2014PTC008381,SALAI AGRO PRODUCTS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-07-2014,Manipur,180000000,157492000,15549,Manufacturing,"SAGOLBAND, TERA LOUKRAMPAMLEIKAI  ",ROC SHILLONG,salaiagro.sappl@gmail.com,31-03-2018,31-03-2018
U15549MN2016OPC013485,ANOUBA MEEROL FOODS PRIVATE LIMITED(OPC)  ,ACTV,Private(One Person Company),Company limited by Shares,Non-govt company,03-08-2016,Manipur,1000000,1000000,15549,Manufacturing,"HUIREM LEIKAI, KONGBA   ",ROC SHILLONG,surjeethuirem@gmail.com,NA,NA
U15549MN2018OPC013725,ARAMBAM BIDHU FOODS AND BEVERAGES (OPC)PRIVATE LIMITED  ,ACTV,Private(One Person Company),Company limited by Shares,Non-govt company,30-08-2018,Manipur,1000000,100000,15549,Manufacturing,SEGA ROAD JAILOR LEIRAKKONJENG HAJARI LEIKAI  ,ROC SHILLONG,NIKITASHARMA.MANOHARMAYUM@EDHEC.COM,NA,NA
U15549MN2018PTC013670,LAMJINGBA DAIRY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,21-05-2018,Manipur,5000000,1000000,15549,Manufacturing,"C/O. KONGKHAM BUNGBUNG SINGHIED-II, C-4-68/1, NAGAMAPAL RIMS ROAD  ",ROC SHILLONG,lamjingbafoundation@gmail.com,NA,NA
U15549MN2018PTC013739,TOIJAMBA FOOD VENTURES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,21-09-2018,Manipur,100000,100000,15549,Manufacturing,"16694,1-N-50/6,36, PALACE COMPOUNDTHANGAPAT MAPAL, HEIRIKHAGOK MAKHONG  ",ROC SHILLONG,pc.toijam@gmail.com,31-03-2019,31-03-2019
U15549MN2018PTC013744,DRISK PROJECTS AND INFRA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,29-09-2018,Manipur,1000000,100000,15549,Manufacturing,"New Patta No. 141/1840, Old Patta No.122Ward No. 14, Ningthoukhong Awang  ",ROC SHILLONG,iskcmd4u@gmail.com,31-03-2019,31-03-2019
U15549MN2018PTC013752,LINAKA PRODUCTION AND SUPPLIERS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,04-10-2018,Manipur,1000000,100000,15549,Manufacturing,"Dak no. 46/316, Village- KhanarokNear Thongrangbi Lake, Singjamei  ",ROC SHILLONG,NINGTHEMKANGABAM@GMAIL.COM,31-03-2019,31-03-2019
U15549MN2019PTC013950,NONIBALA SAPAM FOOD PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,26-09-2019,Manipur,500000,100000,15549,Manufacturing,C/O- SAPAM MEMICHA SAPAM TIKEN SINGJAMEISAPAM LEIKAI HOUSE NO 20  ,ROC SHILLONG,nonisapam@gmail.com,NA,NA
U15549MN2019PTC013951,CHINGLEMBA FOOD PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,26-09-2019,Manipur,500000,100000,15549,Manufacturing,C/O- SAPAM MEMICHA SAPAM TIKEN SINGJAMEISAPAM LEIKAI HOUSE NO 20  ,ROC SHILLONG,chinglemba22@gmail.com,NA,NA
U15549MN2020PTC014022,NONGSAIBAM KHALIDA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-01-2020,Manipur,1000000,1000000,15549,Manufacturing,"C/o Ngulkhohao Kipgen,H.No. 012341/IENewLambulane,New Checkon Road,Eden Tower  ",ROC SHILLONG,nkgroup19@gmail.com,NA,NA
U17114MN1995PTC004347,UPHAR VASTRALAYA PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,30-01-1995,Manipur,8000000,4701200,17114,Manufacturing,THANGAL BAZARIMPHAL   ,ROC SHILLONG,manraj120@gmail.com,31-03-2019,31-03-2019
U17115MN1983PTC002062,BLUESSY CONSTRUCTIONS COMPANY INDIA PVTLTD  ,STOF,Private,Company limited by Shares,Non-govt company,08-07-1983,Manipur,5000000,150000,17115,Manufacturing,NA,ROC SHILLONG,NA,NA,NA
U17116MN2016PTC008465,KHRISTY TEXTILES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,18-03-2016,Manipur,500000,100000,17116,Manufacturing,"NINGTHEMCHA KARONG, HEIRANGOITHONG   ",ROC SHILLONG,kbphilantropy5@gmail.com,31-03-2018,31-03-2018
U17119MN1974SGC001488,MANIPUR SPINNING MILLS CORPN LTD   ,STOF,Private,Company limited by Shares,State Govt company,27-03-1974,Manipur,20000000,20000000,17119,Manufacturing,"Directorate of Commerce & Industries Office Bldg.,Lamphelpat,  ",ROC SHILLONG,spmill-mn@nic.in,NA,NA
U17125MN2001PTC006661,MANIPUR HANDLOOM WEAVING AND EXPORT COMPANY PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,30-10-2001,Manipur,500000,500000,17125,Manufacturing,LUWANSANGBAMDIMAPUR ROADN H 39  ,ROC SHILLONG,NA,NA,NA
U17299MN2018PTC013742,EMOINU INTEGRATED TEXTILE PARK PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,28-09-2018,Manipur,1000000,100000,17299,Manufacturing,"C/O,MOIRANGTHEM HEMANTA SINGH,PLOT NO-297,PALACE COMPOUND,TIDDIM ROAD  ",ROC SHILLONG,caprashantrajesh@gmail.com,NA,NA
U17299MN2019PTC013846,LEISHEM TEXTILE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,04-04-2019,Manipur,1000000,115000,17299,Manufacturing,C/o RAJKUMAR NONGDRENKHOMBA MEITEIHEIRANGOITHONG MAIBAM LEIKAI  ,ROC SHILLONG,HDTEX2@GMAIL.COM,NA,NA
U17299MN2019PTC013926,YIPHA MANGAAL WEAVER PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,13-08-2019,Manipur,100000,100000,17299,Manufacturing,"35, Konthoujam,Mamang Leikai  ",ROC SHILLONG,moirangthemrajesh07@gmail.com,NA,NA
U17299MN2019PTC013979,NINGTAMBA DESINGS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-11-2019,Manipur,1000000,500000,17299,Manufacturing,"C/o RAJKUMAR RANENDRAJITBTM COMPLEX, LAMSHANG SUB-DIVISION  ",ROC SHILLONG,NINGTAMBA@GMAIL.COM,NA,NA
U17309MN2000PLC006150,MEITEI LEIMA HANDLOOM AND TRADING COMPANY LIMITED  ,STOF,Public,Company limited by Shares,Non-govt company,08-05-2000,Manipur,100000,35000,17309,Manufacturing,SAMBEI PANGEIP S  HEINGANG   ,ROC SHILLONG,NA,NA,NA
U18100MN2015PTC008400,MANGANG GARMENTS INDUSTRIES PRIVATELIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,07-01-2015,Manipur,1000000,1000000,18100,Manufacturing,"MINUTHONG, HOUSE NO. 22KOBO LEIKAI, IMPHAL EAST DISTRICT  ",ROC SHILLONG,mangangexportimport@gmail.com,NA,NA
U18101MN1989PTC003286,A.K.HANDLOOM INDUSTRIES PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,02-06-1989,Manipur,2500000,1297200,18101,Manufacturing,THANGAL BAZAR   ,ROC SHILLONG,manraj120@gmail.com,31-03-2019,31-03-2019
U51909MN1975PTC001615,MANIPUR BAKERY OWNERS ASSOCIATION PVT LTD  ,STOF,Private,Company limited by Shares,Non-govt company,03-03-1975,Manipur,75000,49000,51909,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,IMPHALIMPHAL  ,ROC SHILLONG,NA,NA,NA
U51909MN1988PLC003079,LUPA MARUP LIMITED   ,STOF,Public,Company limited by Shares,Non-govt company,21-09-1988,Manipur,500000,14000,51909,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,THANGMEIBANDHIZAM DEWAN LEIKAIIMPHAL  ,ROC SHILLONG,NA,NA,NA
